probe_id	gene	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	dist_to_tss	cgi_relation	cgi_id	probe_class	annotation_source
sim0000526	COMMD5	chr21	122112002	122112004	+	5UTR_1stExon	False	25623.0	OpenSea		simulated_background	simulated
sim0000527	ITK	chr15	196940444	196940446	+	TSS1500	True	-1240.0	S_Shore	CGI:chr15:196940044-196940844	simulated_background	simulated
sim0000528	NFIX	chr11	49599704	49599706	-	TSS200	True	-72.0	Island	CGI:chr11:49599304-49600104	simulated_background	simulated
sim0000529	ASB16	chr20	67849415	67849417	-	gene_body	False	35130.0	N_Shelf	CGI:chr20:67849015-67849815	simulated_background	simulated
sim0000530	ENAM	chr20	17039455	17039457	-	5UTR_1stExon	False	-169672.0	Island	CGI:chr20:17039055-17039855	simulated_background	simulated
sim0000531		chr15	85082074	85082076	-	intergenic	False	192752.0	N_Shore	CGI:chr15:85081674-85082474	simulated_background	simulated
sim0000532	ZNF763	chr6	31193852	31193854	+	TSS1500	True	-819.0	N_Shore	CGI:chr6:31193452-31194252	simulated_background	simulated
sim0000533	DCAF7	chrX	222181622	222181624	-	TSS200	True	-77.0	N_Shelf	CGI:chrX:222181222-222182022	simulated_background	simulated
sim0000534	CCDC187	chr6	41886980	41886982	-	gene_body	False	3999.0	OpenSea		simulated_background	simulated
sim0000535	HS3ST3A1	chrY	32877226	32877228	-	TSS1500	True	-1383.0	N_Shore	CGI:chrY:32876826-32877626	simulated_background	simulated
sim0000536	PYM1	chr8	120166952	120166954	+	TSS1500	True	-1134.0	OpenSea		simulated_background	simulated
sim0000537	HYOU1	chr21	234370989	234370991	+	gene_body	False	5542.0	S_Shore	CGI:chr21:234370589-234371389	simulated_background	simulated
sim0000538	VPS4A	chr20	139809660	139809662	-	gene_body	False	26966.0	S_Shore	CGI:chr20:139809260-139810060	simulated_background	simulated
sim0000539		chr18	189719967	189719969	-	intergenic	False	-44951.0	Island	CGI:chr18:189719567-189720367	simulated_background	simulated
sim0000540	MARK3	chr5	195518967	195518969	-	gene_body	False	3843.0	OpenSea		simulated_background	simulated
sim0000541	MCM4	chr6	20138640	20138642	+	gene_body	False	18241.0	Island	CGI:chr6:20138240-20139040	simulated_background	simulated
sim0000542	AKAP4	chr19	117152760	117152762	+	TSS1500	True	-590.0	OpenSea		simulated_background	simulated
sim0000543	MDH2	chr8	218414548	218414550	-	gene_body	False	24554.0	Island	CGI:chr8:218414148-218414948	simulated_background	simulated
sim0000544	MCM5	chr17	110132367	110132369	+	TSS1500	True	-1433.0	OpenSea		simulated_background	simulated
sim0000545	OR52N1	chr11	165308786	165308788	-	gene_body	False	4077.0	OpenSea		simulated_background	simulated
sim0000546	NDUFB8	chr18	98521794	98521796	-	TSS1500	True	-1429.0	Island	CGI:chr18:98521394-98522194	simulated_background	simulated
sim0000547	POLR2C	chr1	45373431	45373433	+	TSS200	True	-181.0	OpenSea		simulated_background	simulated
sim0000548	LY6D	chr18	154659090	154659092	+	TSS200	True	-177.0	S_Shore	CGI:chr18:154658690-154659490	simulated_background	simulated
sim0000549		chrY	51582157	51582159	-	intergenic	False	-122241.0	Island	CGI:chrY:51581757-51582557	simulated_background	simulated
sim0000550	PSG11	chr9	78443474	78443476	+	gene_body	False	25054.0	N_Shelf	CGI:chr9:78443074-78443874	simulated_background	simulated
sim0000551		chr1	205223748	205223750	+	intergenic	False	163989.0	OpenSea		simulated_background	simulated
sim0000552	RECQL4	chrY	190174640	190174642	+	TSS1500	True	-1036.0	OpenSea		simulated_background	simulated
sim0000553	HGF	chr22	61323490	61323492	-	5UTR_1stExon	False	-132228.0	S_Shore	CGI:chr22:61323090-61323890	simulated_background	simulated
sim0000554	IMPA2	chr8	131957099	131957101	-	TSS1500	True	-1307.0	Island	CGI:chr8:131956699-131957499	simulated_background	simulated
sim0000555		chr7	177517770	177517772	+	intergenic	False	141007.0	Island	CGI:chr7:177517370-177518170	simulated_background	simulated
sim0000556	SNF8	chr9	93067317	93067319	-	gene_body	False	9683.0	OpenSea		simulated_background	simulated
sim0000557	SNRPGP15	chr5	59877539	59877541	+	gene_body	False	7184.0	S_Shelf	CGI:chr5:59877139-59877939	simulated_background	simulated
sim0000558	SPOUT1	chr8	52600770	52600772	-	TSS1500	True	-596.0	Island	CGI:chr8:52600370-52601170	simulated_background	simulated
sim0000559	GGT2P	chr8	130759037	130759039	-	gene_body	False	8032.0	S_Shelf	CGI:chr8:130758637-130759437	simulated_background	simulated
sim0000560	CSRP1	chr3	125220269	125220271	+	gene_body	False	1644.0	OpenSea		simulated_background	simulated
sim0000561	FDX1	chr10	148528455	148528457	-	5UTR_1stExon	False	-197119.0	S_Shelf	CGI:chr10:148528055-148528855	simulated_background	simulated
sim0000562	CLRN1	chr7	13807241	13807243	+	TSS1500	True	-1313.0	OpenSea		simulated_background	simulated
sim0000563	RPAP3	chr14	170278781	170278783	+	gene_body	False	36345.0	Island	CGI:chr14:170278381-170279181	simulated_background	simulated
sim0000564		chr7	211439122	211439124	+	intergenic	False	-34702.0	Island	CGI:chr7:211438722-211439522	simulated_background	simulated
sim0000565	YTHDF2	chr6	207542678	207542680	-	gene_body	False	21707.0	N_Shelf	CGI:chr6:207542278-207543078	simulated_background	simulated
sim0000566	CEP68	chr3	104026585	104026587	+	5UTR_1stExon	False	-89029.0	Island	CGI:chr3:104026185-104026985	simulated_background	simulated
sim0000567	ESD	chr3	2794873	2794875	-	TSS1500	True	-556.0	N_Shelf	CGI:chr3:2794473-2795273	simulated_background	simulated
sim0000568	RNF123	chr17	192894816	192894818	-	gene_body	False	28703.0	Island	CGI:chr17:192894416-192895216	simulated_background	simulated
sim0000569	PTBP2	chr13	1419195	1419197	-	TSS200	True	-11.0	Island	CGI:chr13:1418795-1419595	simulated_background	simulated
sim0000570	ELFN1	chr10	45971105	45971107	-	TSS1500	True	-1128.0	Island	CGI:chr10:45970705-45971505	simulated_background	simulated
sim0000571	PGF	chr20	165813664	165813666	+	gene_body	False	13571.0	OpenSea		simulated_background	simulated
sim0000572	FUT8	chr16	2088449	2088451	+	gene_body	False	19985.0	Island	CGI:chr16:2088049-2088849	simulated_background	simulated
sim0000573	ACVR2A	chr19	14570358	14570360	+	gene_body	False	4564.0	Island	CGI:chr19:14569958-14570758	simulated_background	simulated
sim0000574	C9ORF72	chr14	105792098	105792100	+	TSS1500	True	-246.0	S_Shore	CGI:chr14:105791698-105792498	simulated_background	simulated
sim0000575	NUDT14	chr8	2046484	2046486	+	gene_body	False	12979.0	OpenSea		simulated_background	simulated
sim0000576	CCL11	chr7	73978227	73978229	+	TSS1500	True	-1279.0	OpenSea		simulated_background	simulated
sim0000577	ZSCAN5B	chr18	176054260	176054262	-	gene_body	False	35191.0	OpenSea		simulated_background	simulated
sim0000578	KCND1	chr7	234699015	234699017	-	gene_body	False	21499.0	Island	CGI:chr7:234698615-234699415	simulated_background	simulated
sim0000579	COPS3	chr8	168907516	168907518	-	gene_body	False	23438.0	N_Shore	CGI:chr8:168907116-168907916	simulated_background	simulated
sim0000580	NADK2	chr20	149245768	149245770	+	TSS1500	True	-1214.0	Island	CGI:chr20:149245368-149246168	simulated_background	simulated
sim0000581	TGM7	chr1	199701668	199701670	-	gene_body	False	36868.0	OpenSea		simulated_background	simulated
sim0000582		chr4	113364032	113364034	+	intergenic	False	-12121.0	Island	CGI:chr4:113363632-113364432	simulated_background	simulated
sim0000583	GNB4	chr7	20342381	20342383	-	gene_body	False	38109.0	OpenSea		simulated_background	simulated
sim0000584	DCAKD	chr18	153736889	153736891	-	TSS1500	True	-321.0	OpenSea		simulated_background	simulated
sim0000585	OR11H12	chr5	148575454	148575456	-	gene_body	False	15900.0	S_Shore	CGI:chr5:148575054-148575854	simulated_background	simulated
sim0000586	GLI2	chr19	91928568	91928570	+	TSS1500	True	-436.0	N_Shore	CGI:chr19:91928168-91928968	simulated_background	simulated
sim0000587	APOC3	chr16	103727138	103727140	-	gene_body	False	22243.0	OpenSea		simulated_background	simulated
sim0000588	CORO7	chr7	108941266	108941268	+	TSS200	True	-42.0	S_Shore	CGI:chr7:108940866-108941666	simulated_background	simulated
sim0000589		chr17	164327673	164327675	+	intergenic	False	110231.0	OpenSea		simulated_background	simulated
sim0000590	NKIRAS2	chrY	120742460	120742462	-	TSS200	True	-195.0	OpenSea		simulated_background	simulated
sim0000591	IMPA2	chr15	238566741	238566743	+	TSS200	True	-156.0	Island	CGI:chr15:238566341-238567141	simulated_background	simulated
sim0000592	DNAJC18	chr10	70456925	70456927	-	gene_body	False	29592.0	OpenSea		simulated_background	simulated
sim0000593	IL11	chrY	182801819	182801821	+	5UTR_1stExon	False	-149144.0	Island	CGI:chrY:182801419-182802219	simulated_background	simulated
sim0000594	FBXO43	chr14	231026711	231026713	+	gene_body	False	6803.0	OpenSea		simulated_background	simulated
sim0000595	JMJD8	chr19	167646529	167646531	+	TSS200	True	-150.0	S_Shore	CGI:chr19:167646129-167646929	simulated_background	simulated
sim0000596		chr5	150599420	150599422	-	intergenic	False	20067.0	OpenSea		simulated_background	simulated
sim0000597	AADAC	chr2	43615038	43615040	+	gene_body	False	25496.0	N_Shore	CGI:chr2:43614638-43615438	simulated_background	simulated
sim0000598	JMJD8	chr11	130577198	130577200	-	gene_body	False	1820.0	S_Shelf	CGI:chr11:130576798-130577598	simulated_background	simulated
sim0000599	ASRGL1	chr9	180091660	180091662	-	5UTR_1stExon	False	140359.0	OpenSea		simulated_background	simulated
sim0000600	ACTC1	chr3	2265820	2265822	+	TSS200	True	-33.0	OpenSea		simulated_background	simulated
sim0000601		chr2	197137475	197137477	+	intergenic	False	23621.0	OpenSea		simulated_background	simulated
sim0000602	CSRNP2	chr12	231391534	231391536	+	TSS200	True	-182.0	S_Shore	CGI:chr12:231391134-231391934	simulated_background	simulated
sim0000603	UNC79	chr18	221342706	221342708	+	TSS1500	True	-832.0	N_Shore	CGI:chr18:221342306-221343106	simulated_background	simulated
sim0000604	OR11H12	chr2	122577551	122577553	-	gene_body	False	10411.0	OpenSea		simulated_background	simulated
sim0000605		chr18	86021274	86021276	-	intergenic	False	-29939.0	OpenSea		simulated_background	simulated
sim0000606	ZNF724	chr13	43637349	43637351	+	gene_body	False	15264.0	OpenSea		simulated_background	simulated
sim0000607	SPRY2	chr7	103964544	103964546	-	TSS1500	True	-527.0	Island	CGI:chr7:103964144-103964944	simulated_background	simulated
sim0000608		chr1	109148693	109148695	-	intergenic	False	-153488.0	OpenSea		simulated_background	simulated
sim0000609	TUNAR	chr7	31459106	31459108	-	gene_body	False	6749.0	OpenSea		simulated_background	simulated
sim0000610	TNPO3	chr14	47641299	47641301	+	gene_body	False	16618.0	Island	CGI:chr14:47640899-47641699	simulated_background	simulated
sim0000611	ARHGEF1	chr22	117264916	117264918	+	gene_body	False	33841.0	Island	CGI:chr22:117264516-117265316	simulated_background	simulated
sim0000612	RNR1	chr20	187056522	187056524	-	TSS1500	True	-874.0	N_Shore	CGI:chr20:187056122-187056922	simulated_background	simulated
sim0000613	PEAK1	chr3	85740575	85740577	+	5UTR_1stExon	False	-33431.0	Island	CGI:chr3:85740175-85740975	simulated_background	simulated
sim0000614		chr4	142779818	142779820	-	intergenic	False	-199576.0	S_Shore	CGI:chr4:142779418-142780218	simulated_background	simulated
sim0000615	IL33	chr1	164463194	164463196	-	TSS1500	True	-1465.0	Island	CGI:chr1:164462794-164463594	simulated_background	simulated
sim0000616	FAR1	chr12	238990789	238990791	-	5UTR_1stExon	False	-156051.0	OpenSea		simulated_background	simulated
sim0000617	GBAP1	chr3	72733405	72733407	-	gene_body	False	32820.0	OpenSea		simulated_background	simulated
sim0000618	CCNK	chr4	232568839	232568841	+	gene_body	False	12328.0	OpenSea		simulated_background	simulated
sim0000619	SLCO2A1	chr8	200386048	200386050	+	TSS1500	True	-425.0	N_Shore	CGI:chr8:200385648-200386448	simulated_background	simulated
sim0000620	TFAP2C	chr15	3656201	3656203	-	5UTR_1stExon	False	191286.0	S_Shore	CGI:chr15:3655801-3656601	simulated_background	simulated
sim0000621	STK26	chr14	99773330	99773332	-	gene_body	False	8887.0	N_Shore	CGI:chr14:99772930-99773730	simulated_background	simulated
sim0000622		chr6	68555634	68555636	-	intergenic	False	27913.0	Island	CGI:chr6:68555234-68556034	simulated_background	simulated
sim0000623		chr1	67070848	67070850	+	intergenic	False	161900.0	OpenSea		simulated_background	simulated
sim0000624	EVI5	chr21	216602189	216602191	+	gene_body	False	2701.0	Island	CGI:chr21:216601789-216602589	simulated_background	simulated
sim0000625	GSTP1	chr17	19606916	19606918	-	TSS200	True	-42.0	S_Shore	CGI:chr17:19606516-19607316	simulated_background	simulated
sim0000626	SLC6A9	chr11	107996302	107996304	+	gene_body	False	32606.0	S_Shelf	CGI:chr11:107995902-107996702	simulated_background	simulated
sim0000627	CST1	chr4	15300498	15300500	-	gene_body	False	19751.0	Island	CGI:chr4:15300098-15300898	simulated_background	simulated
sim0000628	IL2RB	chr15	45858573	45858575	+	gene_body	False	7455.0	Island	CGI:chr15:45858173-45858973	simulated_background	simulated
sim0000629	TEK	chr1	225266179	225266181	-	gene_body	False	11581.0	S_Shore	CGI:chr1:225265779-225266579	simulated_background	simulated
sim0000630	NTNG1	chr17	176004263	176004265	-	gene_body	False	36247.0	OpenSea		simulated_background	simulated
sim0000631	CENPO	chr20	82672686	82672688	+	gene_body	False	34900.0	Island	CGI:chr20:82672286-82673086	simulated_background	simulated
sim0000632	SP140L	chr22	20585285	20585287	-	gene_body	False	11223.0	OpenSea		simulated_background	simulated
sim0000633	DIS3	chr11	227314723	227314725	+	TSS200	True	-98.0	Island	CGI:chr11:227314323-227315123	simulated_background	simulated
sim0000634	NCMAP	chr16	74634949	74634951	-	gene_body	False	13065.0	Island	CGI:chr16:74634549-74635349	simulated_background	simulated
sim0000635	GPD1	chr21	22306355	22306357	-	TSS200	True	-8.0	OpenSea		simulated_background	simulated
sim0000636	MRPL11	chr10	130028399	130028401	-	gene_body	False	18569.0	Island	CGI:chr10:130027999-130028799	simulated_background	simulated
sim0000637	DEPDC1B	chr4	184306668	184306670	+	5UTR_1stExon	False	180544.0	OpenSea		simulated_background	simulated
sim0000638	ACBD4	chr3	29945728	29945730	-	gene_body	False	26916.0	OpenSea		simulated_background	simulated
sim0000639	TIMM9	chr19	173784274	173784276	+	gene_body	False	21779.0	OpenSea		simulated_background	simulated
sim0000640	SHROOM3	chr1	20109749	20109751	+	gene_body	False	26012.0	Island	CGI:chr1:20109349-20110149	simulated_background	simulated
sim0000641	SERF2	chr13	232085023	232085025	-	gene_body	False	10667.0	Island	CGI:chr13:232084623-232085423	simulated_background	simulated
sim0000642		chr7	137524117	137524119	+	intergenic	False	-59521.0	Island	CGI:chr7:137523717-137524517	simulated_background	simulated
sim0000643	CCDC59	chr5	60828682	60828684	+	5UTR_1stExon	False	-33530.0	Island	CGI:chr5:60828282-60829082	simulated_background	simulated
sim0000644	DAB2	chr15	163907312	163907314	-	5UTR_1stExon	False	-169712.0	OpenSea		simulated_background	simulated
sim0000645	NIBAN2	chr15	99666426	99666428	-	5UTR_1stExon	False	-25451.0	OpenSea		simulated_background	simulated
sim0000646	SMYD2	chr12	55779184	55779186	+	gene_body	False	32544.0	OpenSea		simulated_background	simulated
sim0000647		chr22	65838660	65838662	-	intergenic	False	-23944.0	OpenSea		simulated_background	simulated
sim0000648	THOC7	chr13	151312934	151312936	+	5UTR_1stExon	False	-36090.0	S_Shore	CGI:chr13:151312534-151313334	simulated_background	simulated
sim0000649	POMGNT2	chr6	61127168	61127170	+	gene_body	False	19793.0	OpenSea		simulated_background	simulated
sim0000650	ARRDC2	chr19	78680929	78680931	-	gene_body	False	4760.0	S_Shelf	CGI:chr19:78680529-78681329	simulated_background	simulated
sim0000651	CYP27C1	chr3	113629743	113629745	-	TSS1500	True	-247.0	Island	CGI:chr3:113629343-113630143	simulated_background	simulated
sim0000652		chr10	159709925	159709927	+	intergenic	False	-71706.0	OpenSea		simulated_background	simulated
sim0000653	PRKAA2	chr19	184042451	184042453	-	TSS200	True	-117.0	Island	CGI:chr19:184042051-184042851	simulated_background	simulated
sim0000654	ATRIP	chrX	19722030	19722032	-	gene_body	False	34772.0	Island	CGI:chrX:19721630-19722430	simulated_background	simulated
sim0000655	NOB1	chr2	77520564	77520566	-	gene_body	False	8905.0	Island	CGI:chr2:77520164-77520964	simulated_background	simulated
sim0000656	SRSF5	chr13	96564478	96564480	-	5UTR_1stExon	False	35365.0	Island	CGI:chr13:96564078-96564878	simulated_background	simulated
sim0000657	CNGA2	chr6	204536939	204536941	+	gene_body	False	29878.0	N_Shelf	CGI:chr6:204536539-204537339	simulated_background	simulated
sim0000658	MYBPC1	chr2	150380145	150380147	-	5UTR_1stExon	False	-4668.0	Island	CGI:chr2:150379745-150380545	simulated_background	simulated
sim0000659	IL2RA	chr14	121541557	121541559	+	gene_body	False	3786.0	OpenSea		simulated_background	simulated
sim0000660	MGST2	chr14	231515558	231515560	-	gene_body	False	12182.0	Island	CGI:chr14:231515158-231515958	simulated_background	simulated
sim0000661	PROM1	chr21	82463451	82463453	+	gene_body	False	39802.0	OpenSea		simulated_background	simulated
sim0000662		chr11	211658021	211658023	+	intergenic	False	-108592.0	OpenSea		simulated_background	simulated
sim0000663		chr21	18292360	18292362	-	intergenic	False	82594.0	OpenSea		simulated_background	simulated
sim0000664	FKBP10	chr16	72086131	72086133	+	gene_body	False	27959.0	Island	CGI:chr16:72085731-72086531	simulated_background	simulated
sim0000665	ZNF439	chr2	211573160	211573162	-	gene_body	False	17141.0	OpenSea		simulated_background	simulated
sim0000666	H4-16	chr4	17799217	17799219	-	TSS200	True	-28.0	S_Shore	CGI:chr4:17798817-17799617	simulated_background	simulated
sim0000667	ISCA1	chr6	58722787	58722789	-	gene_body	False	7828.0	Island	CGI:chr6:58722387-58723187	simulated_background	simulated
